P     24   211  0.823144E+00 -0.377861E+00 -0.516355E+02  0.516437E+02  0.139570E+00 1 0 0     0 0
P     25  -211  0.390728E+00 -0.225721E+00 -0.114770E+03  0.114771E+03  0.139570E+00 1 0 0     0 0
P     26   211 -0.444541E-01 -0.361729E+00  0.904858E+02  0.904866E+02  0.139570E+00 1 0 0     0 0
P     27  -211  0.142118E+00  0.357571E+00  0.103789E+03  0.103790E+03  0.139570E+00 1 0 0     0 0
P     28  -211 -0.948520E-01 -0.199568E+00  0.792244E+00  0.834239E+00  0.139570E+00 1 0 0     0 0
P     29  2212 -0.242560E+01  0.334297E+01  0.450794E+01  0.618554E+01  0.938270E+00 1 0 0     0 0
P     30 -2112 -0.311174E+01  0.489571E+01  0.457131E+01  0.744517E+01  0.939570E+00 1 0 0     0 0
P     31   111  0.137223E+00  0.659742E+00 -0.506628E+03  0.506629E+03  0.134980E+00 1 0 0     0 0
P     32   111  0.511369E-01 -0.239805E+00 -0.990159E+01  0.990555E+01  0.134980E+00 1 0 0     0 0
P     33   111  0.210887E+00  0.355249E+00 -0.105259E+02  0.105349E+02  0.134980E+00 1 0 0     0 0
P     34   211 -0.361611E+00  0.240358E+00 -0.472444E+01  0.474641E+01  0.139570E+00 1 0 0     0 0
P     35  -211  0.611757E+00 -0.417461E-02 -0.129834E+02  0.129985E+02  0.139570E+00 1 0 0     0 0
P     36   211 -0.740835E+00  0.573498E+00 -0.963043E+01  0.967690E+01  0.139570E+00 1 0 0     0 0
P     37  -211 -0.281540E+01 -0.143361E+01  0.246036E+01  0.400682E+01  0.139570E+00 1 0 0     0 0
P     38   211 -0.418285E+00  0.323118E+00  0.605775E+00  0.815972E+00  0.139570E+00 1 0 0     0 0
P     39 -2112 -0.249351E+01  0.336116E+01  0.359856E+01  0.559887E+01  0.939570E+00 1 0 0     0 0
P     40  2112 -0.858500E+01  0.988032E+01  0.815624E+01  0.154509E+02  0.939570E+00 1 0 0     0 0
P     41   111 -0.326063E+01  0.507854E+01  0.372622E+01  0.709410E+01  0.134980E+00 1 0 0     0 0
P     42 -2112  0.312678E+00 -0.115352E+00  0.582686E+03  0.582687E+03  0.939570E+00 1 0 0     0 0
P     43   211 -0.526380E-01  0.158246E+00  0.182372E+03  0.182372E+03  0.139570E+00 1 0 0     0 0
P     44  2112  0.135848E+00 -0.633297E-01  0.168732E+03  0.168734E+03  0.939570E+00 1 0 0     0 0
P     45   111 -0.877540E-01 -0.605755E-01  0.316705E+02  0.316710E+02  0.134980E+00 1 0 0     0 0
P     46   211  0.666395E+00 -0.778540E+00  0.452515E+01  0.464184E+01  0.139570E+00 1 0 0     0 0
P     47  -211  0.503838E+00  0.137188E+00  0.224147E+01  0.230572E+01  0.139570E+00 1 0 0     0 0
P     48  -211  0.118438E+01 -0.177456E+01  0.791130E+01  0.819512E+01  0.139570E+00 1 0 0     0 0
P     49   111  0.119954E+00 -0.311215E+00  0.239382E+01  0.242071E+01  0.134980E+00 1 0 0     0 0
P     50  -211  0.181165E+01 -0.252675E+01  0.164910E+02  0.167822E+02  0.139570E+00 1 0 0     0 0
P     51   211  0.101186E+01 -0.709494E+00  0.446946E+01  0.463927E+01  0.139570E+00 1 0 0     0 0
P     52  2212  0.184931E+01 -0.256205E+01  0.119534E+02  0.123995E+02  0.938270E+00 1 0 0     0 0
P     53   211  0.528170E+00 -0.365098E+00  0.267889E+01  0.275829E+01  0.139570E+00 1 0 0     0 0
P     54   211  0.841662E+00 -0.102283E+01  0.469812E+01  0.488328E+01  0.139570E+00 1 0 0     0 0
P     55  -211  0.593628E+00 -0.647059E+00  0.421130E+01  0.430414E+01  0.139570E+00 1 0 0     0 0
P     56   111  0.499968E+00 -0.183538E+00  0.230891E+01  0.237338E+01  0.134980E+00 1 0 0     0 0
P     57   211  0.120620E+01 -0.122133E+01  0.574093E+01  0.599369E+01  0.139570E+00 1 0 0     0 0
P     58  -211  0.405971E+00 -0.705749E+00  0.293122E+01  0.304540E+01  0.139570E+00 1 0 0     0 0
P     59   321  0.832781E+00 -0.410525E+00  0.206786E+01  0.231986E+01  0.493600E+00 1 0 0     0 0
P     60   111  0.266119E+00  0.101082E+00  0.138872E+01  0.142401E+01  0.134980E+00 1 0 0     0 0
P     61  -211  0.139329E+01 -0.134235E+01  0.833473E+01  0.855747E+01  0.139570E+00 1 0 0     0 0
P     62   111  0.487179E+00 -0.372849E+00  0.141857E+01  0.155143E+01  0.134980E+00 1 0 0     0 0
P     63  -211  0.465356E+00  0.109192E+01  0.417530E+01  0.434298E+01  0.139570E+00 1 0 0     0 0
P     64   111 -0.186642E+00  0.743308E-01  0.120722E+01  0.123125E+01  0.134980E+00 1 0 0     0 0
P     65  -211  0.480273E+00  0.229184E+00  0.145363E+00  0.569032E+00  0.139570E+00 1 0 0     0 0
P     66  -211 -0.414190E+00  0.198790E+00 -0.392608E+00  0.620235E+00  0.139570E+00 1 0 0     0 0
P     67   111  0.120440E+00 -0.187483E+00  0.147930E+00  0.299598E+00  0.134980E+00 1 0 0     0 0
P     68   211  0.139332E+00 -0.630488E-01 -0.448243E+00  0.493751E+00  0.139570E+00 1 0 0     0 0
P     69   111 -0.340075E+00 -0.116099E-01  0.951123E-01  0.378222E+00  0.134980E+00 1 0 0     0 0
P     70    22 -0.287809E+00 -0.108640E+00 -0.497365E+00  0.584815E+00  0.000000E+00 1 0 0     0 0
P     71    22  0.637575E-01 -0.105895E+00  0.100332E+00  0.159202E+00  0.000000E+00 1 0 0     0 0
P     72  -211 -0.291569E-01 -0.150836E+00 -0.465220E+00  0.509422E+00  0.139570E+00 1 0 0     0 0
P     73   111 -0.157552E+01 -0.128846E+01 -0.850814E+01  0.874923E+01  0.134980E+00 1 0 0     0 0
P     74   211 -0.156732E-02  0.712920E-01 -0.395088E+00  0.425041E+00  0.139570E+00 1 0 0     0 0
P     75   111  0.378335E+00 -0.392247E+00 -0.162911E+01  0.172314E+01  0.134980E+00 1 0 0     0 0
P     76   211 -0.833766E+00 -0.522038E+00 -0.631325E+01  0.639095E+01  0.139570E+00 1 0 0     0 0
P     77   111 -0.243263E+00 -0.648993E+00 -0.435727E+01  0.441411E+01  0.134980E+00 1 0 0     0 0
P     78  2112 -0.748245E+00 -0.146058E+01 -0.398433E+01  0.441031E+01  0.939570E+00 1 0 0     0 0
P     79   111 -0.251301E+00 -0.582863E-01 -0.596649E+00  0.663897E+00  0.134980E+00 1 0 0     0 0
P     80  -211 -0.292809E+00 -0.534076E+00 -0.272919E+01  0.279981E+01  0.139570E+00 1 0 0     0 0
P     81   211  0.765430E-01  0.257690E-01 -0.400127E+00  0.431398E+00  0.139570E+00 1 0 0     0 0
P     82   111 -0.205646E+00 -0.786549E-01 -0.103350E+01  0.106528E+01  0.134980E+00 1 0 0     0 0
P     83   211  0.431523E+00  0.600095E+00 -0.363445E+01  0.371147E+01  0.139570E+00 1 0 0     0 0
P     84   111 -0.369925E-01 -0.522271E-01 -0.113502E+00  0.187612E+00  0.134980E+00 1 0 0     0 0
P     85  -211  0.460701E-01 -0.220469E+00 -0.131772E+02  0.131799E+02  0.139570E+00 1 0 0     0 0
P     86   111 -0.826114E+00  0.134062E-03 -0.342887E+02  0.342989E+02  0.134980E+00 1 0 0     0 0
P     87    22  0.102587E-01  0.260113E-01 -0.518714E+02  0.518714E+02  0.000000E+00 1 0 0     0 0
P     88    22  0.521315E-01  0.241398E+00 -0.101004E+02  0.101034E+02  0.000000E+00 1 0 0     0 0
P     89   211  0.196125E+00  0.178513E+00 -0.794508E+02  0.794514E+02  0.139570E+00 1 0 0     0 0
P     90  -211 -0.210622E+00  0.176498E-01 -0.385256E+02  0.385264E+02  0.139570E+00 1 0 0     0 0
P     91   111  0.984889E-01 -0.137586E+00 -0.324811E+02  0.324818E+02  0.134980E+00 1 0 0     0 0
P     92   211 -0.394641E+00  0.125841E+00  0.721534E+02  0.721547E+02  0.139570E+00 1 0 0     0 0
P     93  -211  0.220301E+00 -0.178674E+00  0.248557E+02  0.248577E+02  0.139570E+00 1 0 0     0 0
P     94   211  0.327924E-01 -0.440688E+00  0.129739E+02  0.129821E+02  0.139570E+00 1 0 0     0 0
P     95  -211 -0.234130E+00 -0.148118E+00  0.304530E+02  0.304546E+02  0.139570E+00 1 0 0     0 0
P     96    22 -0.403626E-01  0.130010E+00  0.223545E+01  0.223959E+01  0.000000E+00 1 0 0     0 0
P     97    22 -0.124678E+00 -0.573737E+00  0.876145E+01  0.878110E+01  0.000000E+00 1 0 0     0 0
P     98   321 -0.264314E+00 -0.444571E-01  0.843912E+01  0.845779E+01  0.493600E+00 1 0 0     0 0
P     99   111 -0.606327E+00  0.152894E+00  0.571411E+01  0.574980E+01  0.134980E+00 1 0 0     0 0
P    100    22  0.711550E+00 -0.406293E-01  0.456082E+01  0.461617E+01  0.000000E+00 1 0 0     0 0
P    101    22 -0.385045E-01 -0.165491E+00  0.751198E+00  0.770174E+00  0.000000E+00 1 0 0     0 0
P    102   211 -0.835738E+00  0.126877E+01  0.120216E+01  0.194240E+01  0.139570E+00 1 0 0     0 0
P    103  -211 -0.275767E+00  0.195560E+00  0.215290E+00  0.424407E+00  0.139570E+00 1 0 0     0 0
P    104   111 -0.111019E+01  0.195539E+01  0.148353E+01  0.269725E+01  0.134980E+00 1 0 0     0 0
P    105   211 -0.223245E+01  0.350940E+01  0.347158E+01  0.541951E+01  0.139570E+00 1 0 0     0 0
P    106  -211 -0.450276E+00  0.605063E+00  0.595947E+00  0.971330E+00  0.139570E+00 1 0 0     0 0
P    107   111 -0.293697E+01  0.427438E+01  0.370737E+01  0.637643E+01  0.134980E+00 1 0 0     0 0
P    108  -211 -0.584493E+00  0.137576E+01  0.127831E+01  0.197178E+01  0.139570E+00 1 0 0     0 0
P    109   211 -0.121700E+02  0.222101E+02  0.208965E+02  0.328342E+02  0.139570E+00 1 0 0     0 0
P    110   111  0.246449E-01  0.517591E-01 -0.729655E+03  0.729655E+03  0.134980E+00 1 0 0     0 0
P    111   111  0.430162E+00 -0.502727E-01 -0.149362E+04  0.149362E+04  0.134980E+00 1 0 0     0 0
P    112   111  0.899507E-01  0.972589E-02 -0.616706E+03  0.616706E+03  0.134980E+00 1 0 0     0 0
P    113  2212  0.524993E+00 -0.420301E+00 -0.170036E+04  0.170036E+04  0.938270E+00 1 0 0     0 0
P    114   211  0.179282E+00 -0.209436E+00 -0.566438E+03  0.566438E+03  0.139570E+00 1 0 0     0 0
P    115  -211 -0.785919E-01 -0.406412E+00 -0.565179E+02  0.565196E+02  0.139570E+00 1 0 0     0 0
P    116   111 -0.220105E+00  0.223592E+00 -0.185778E+03  0.185778E+03  0.134980E+00 1 0 0     0 0
P    117   211  0.177576E+00  0.400596E+00 -0.242363E+02  0.242406E+02  0.139570E+00 1 0 0     0 0
P    118   111  0.483269E-01 -0.292994E+00 -0.297918E+02  0.297936E+02  0.134980E+00 1 0 0     0 0
P    119  -211 -0.108145E+00 -0.199338E-01 -0.955316E+00  0.971700E+00  0.139570E+00 1 0 0     0 0
P    120   111 -0.170228E+00  0.493880E+00 -0.162757E+02  0.162847E+02  0.134980E+00 1 0 0     0 0
P    121    22  0.640596E+00  0.357262E+00 -0.672341E+01  0.676330E+01  0.000000E+00 1 0 0     0 0
P    122   111  0.126863E+00 -0.313223E+00 -0.256344E+01  0.258914E+01  0.134980E+00 1 0 0     0 0
P    123  -211 -0.598746E+00 -0.378117E+00  0.424415E-01  0.723015E+00  0.139570E+00 1 0 0     0 0
P    124   111 -0.189218E+00 -0.397108E+00  0.319172E+00  0.559990E+00  0.134980E+00 1 0 0     0 0
P    125   211 -0.225088E+01  0.886195E-01  0.188222E+01  0.293880E+01  0.139570E+00 1 0 0     0 0
P    126   111 -0.221991E+00  0.245629E-01 -0.156232E-01  0.261432E+00  0.134980E+00 1 0 0     0 0
P    127  -211 -0.962444E+00  0.429863E+00  0.112304E+01  0.154654E+01  0.139570E+00 1 0 0     0 0
P    128  -211 -0.122570E+01  0.144694E+01  0.107172E+01  0.218267E+01  0.139570E+00 1 0 0     0 0
P    129   111 -0.225334E+00  0.148429E+00  0.403617E+00  0.503918E+00  0.134980E+00 1 0 0     0 0
P    130  -211 -0.934643E+00  0.101693E+01  0.979175E+00  0.169881E+01  0.139570E+00 1 0 0     0 0
P    131   211 -0.307155E+01  0.320749E+01  0.227410E+01  0.499134E+01  0.139570E+00 1 0 0     0 0
P    132   111 -0.624543E+00  0.842750E+00  0.716845E+00  0.127764E+01  0.134980E+00 1 0 0     0 0
P    133   130  0.147517E+01 -0.994205E+00  0.690572E+01  0.714851E+01  0.497670E+00 1 0 0     0 0
P    134   211  0.859777E-01 -0.120048E-01  0.145614E+00  0.219590E+00  0.139570E+00 1 0 0     0 0
P    135  -211  0.111187E+00  0.622107E+00  0.541753E+00  0.844012E+00  0.139570E+00 1 0 0     0 0
P    136   130 -0.228265E+01  0.141034E+01  0.173198E+01  0.323218E+01  0.497670E+00 1 0 0     0 0
P    137   211 -0.438351E+00  0.454216E+00  0.411992E-01  0.647797E+00  0.139570E+00 1 0 0     0 0
P    138   111 -0.197972E+01  0.245998E+01  0.178497E+01  0.362975E+01  0.134980E+00 1 0 0     0 0
P    139   130 -0.857835E+00  0.184245E+01  0.106334E+01  0.234710E+01  0.497670E+00 1 0 0     0 0
P    140   111  0.422067E+00 -0.536892E+00  0.142143E+01  0.158274E+01  0.134980E+00 1 0 0     0 0
P    141   111  0.774139E+00 -0.576930E+00  0.315738E+01  0.330445E+01  0.134980E+00 1 0 0     0 0
P    142  -211  0.775432E-01  0.759445E-01  0.180179E+00  0.252438E+00  0.139570E+00 1 0 0     0 0
P    143   211  0.311066E-01 -0.558349E-01 -0.207462E+00  0.258081E+00  0.139570E+00 1 0 0     0 0
